2.0683,0.6
4.4994,0.62
2.0309,0.84
4.7145,0.93
2.4787,0.94
4.6964,0.85
0.2914,1.14
0.5161,1.08
0.2777,0.96
0.4915,0.76
0.2622,0.76
0.5301,0.79
1.8974,0.98
6.3242,1.09
2.4128,1.06
6.0269,1.95
0.7925,1.31
1.9101,1.46
1.3931,28.11
2.6925,23.43
1.6404,14.41
3.26,3.74
1.6272,2.12
3.1368,1.34
-0.0081,1.68
-0.0023,1.54
0.0549,1.86
0.0038,1.84
0.9122,3.31
0.0399,0.0
0.0974,1.26
0.2396,1.46
0.1457,1.93
0.2437,1.73
0.0202,1.0
0.1019,1.47
-0.0114,2.36
-0.1301,1.88
-0.0775,1.32
-0.1225,1.68
-0.0179,1.49
-0.095,0.0
1.1282,3.06
2.442,3.71
1.5275,2.5
3.26,2.12
1.8801,1.52
3.3997,1.47
2.0256,2.85
5.3939,2.62
3.0724,2.52
6.3613,2.4
2.8834,2.59
6.2035,2.15
0.7331,2.38
1.0408,1.48
0.6193,1.98
2.9071,1.93
2.4286,1.24
5.0527,1.77
9.6663,3.41
6.3868,3.5
12.5241,3.86
9.5294,3.76
14.535,3.39
6.1947,3.51
0.8119,2.39
0.4115,2.35
0.6943,2.25
0.9613,1.97
1.9729,1.82
0.9726,1.54
2.8717,0.98
5.7338,1.02
7.0041,0.99
14.4947,0.98
7.5795,1.42
13.7914,1.12
2.3845,1.42
7.174,1.4
2.6558,1.47
8.4343,1.45
3.5495,1.43
7.3864,1.64
-0.0021,1.03
-0.001,0.84
-0.0087,0.8
-0.0189,0.75
0.0018,0.74
0.011,0.0
-0.0007,1.79
-0.0369,1.57
0.0216,2.03
-0.0013,2.32
0.0072,2.83
-0.0189,0.0
6.5895,19.58
6.0648,14.81
12.0294,21.69
6.6371,13.65
17.5365,19.4
8.0172,11.85
0.5128,1.14
1.3176,1.2
0.94,1.02
2.0488,0.74
1.408,0.5
2.7408,0.77
0.2911,1.59
3.3902,2.03
0.9626,2.24
1.1368,2.23
0.4683,2.19
0.7272,1.61
0.3649,0.95
0.2308,0.99
0.4461,1.92
0.293,1.98
0.4721,2.3
0.1725,2.3
0.1718,1.04
0.2309,1.41
0.0567,1.13
0.1317,1.21
0.0449,1.88
0.1148,2.24
0.282,8.64
0.984,8.85
1.3019,10.05
2.6498,10.68
-0.2867,5.46
1.0514,5.08
-0.0048,38.63
-0.0114,3.91
-0.005,3.33
-0.0126,2.44
-0.0077,1.74
-0.0096,0.0
0.2137,1.98
0.7335,1.69
0.3125,1.36
1.1786,1.5
0.7588,1.45
1.6297,1.83
-0.0953,206.71
-0.0443,193.05
-0.0474,168.28
0.0533,187.32
-0.0251,173.05
-0.0853,170.76
0.0025,2.32
0.0013,1.49
0.0002,1.62
0.0184,1.45
0.0014,1.52
0.0007,0.0
1.8888,2.1
3.6675,1.86
4.6607,2.96
10.7247,2.48
4.2239,1.53
7.2987,1.8
0.1111,2.57
0.3846,2.11
0.2864,1.4
0.6102,0.58
0.3457,0.46
0.6834,1.09
0.08,2.09
0.1861,2.32
0.0818,2.48
0.1875,2.44
0.1051,2.06
0.244,2.52
0.0034,1.41
0.0113,1.56
0.0076,1.57
0.0143,1.67
0.0065,1.68
0.011,0.0
-0.052,7.21
-0.076,2.61
-0.116,2.12
-0.12,2.06
-0.015,1.95
-0.033,0.0
0.2991,9.11
0.5904,3.48
0.4079,3.62
0.8108,3.95
0.6492,13.44
0.8499,13.41
0.5128,1.04
0.8766,0.86
0.677,0.53
1.5548,0.46
0.43,0.42
1.0252,1.2
8.0901,2.51
8.3938,2.0
16.3263,2.14
9.5399,2.49
12.7039,3.22
0.2745,4.48
0.1601,4.29
0.3006,3.67
0.0137,4.59
0.1587,4.08
-0.0759,3.58
-0.131,0.0
0.0944,4.87
0.5714,3.51
0.3006,2.81
0.4898,3.68
0.2333,2.98
0.3014,2.26
-0.0171,3.24
-0.0447,3.07
-0.0017,4.06
-0.0013,4.97
-0.0059,4.87
-0.0707,0.0
0.043,1.32
0.038,1.36
0.153,1.46
0.21,1.41
0.162,1.57
0.095,1.27
-0.005,0.03
0.0019,0.05
-0.0014,0.05
0.0108,0.05
0.0118,0.06
-0.1417,0.0
0.8205,1.16
1.8248,1.27
0.7985,1.02
2.5997,1.33
0.6155,1.16
1.472,1.6
-0.0062,27.06
-0.014,2.58
-0.0086,1.78
0.0154,0.31
-0.0073,0.2
-0.0276,0.0
-0.2017,0.34
-0.2137,0.6
-0.0217,0.34
-0.104,0.88
-0.0126,0.78
-0.011,0.0
0.7436,0.54
1.5564,1.05
1.1023,1.11
2.3656,1.44
0.9949,0.72
2.3132,0.96
-0.007,0.84
0.206,0.8
0.1171,1.21
0.2895,1.07
0.2829,1.01
0.3706,1.11
0.923,2.96
1.9769,2.75
1.163,4.22
2.1065,5.05
1.0539,4.87
2.0678,6.57
-0.1588,1.86
0.0071,2.19
-0.1149,2.03
-0.0883,2.15
-0.0726,1.83
-0.0811,1.81
0.1803,47.58
0.3981,14.53
0.0347,14.98
0.0568,19.28
0.0354,20.79
0.0902,20.22
0.1205,5.12
0.2057,2.16
0.2566,1.19
0.9028,1.66
0.2222,3.23
0.4206,0.0
-0.0096,1.1
-0.0566,1.05
0.0191,1.13
0.0291,1.13
0.0075,1.05
-0.0364,0.0
0.0513,4.59
0.0984,3.99
-0.3385,2.06
-0.5684,2.58
-0.0253,16.7
-0.0789,0.0
0.2359,1.92
0.3524,1.58
0.2708,1.69
0.4656,1.65
0.2656,1.73
0.6405,1.59
0.9914,3.3
0.3936,2.98
0.7724,3.04
1.3709,4.7
1.4501,4.39
0.4118,5.63
0.4343,0.69
0.4676,0.72
0.0611,0.61
0.0906,0.58
0.0325,0.62
0.0489,0.0
0.1068,5.63
0.4499,3.83
0.3125,3.0
0.7022,3.95
0.4148,3.26
0.4924,2.53
0.5726,0.98
1.145,1.02
1.3974,0.99
2.9006,0.98
1.5176,0.99
2.76,1.12
0.5897,0.32
1.1629,0.57
0.3298,0.31
1.4628,0.22
1.2984,0.21
1.4983,0.15
0.067,0.63
0.091,0.33
0.05,0.28
0.075,0.42
0.053,0.39
0.099,0.0
-0.0051,4.38
-0.1166,2.06
0.0014,1.2
-0.0574,0.18
-0.1257,0.09
-0.9726,0.0
-0.0038,31.58
-0.0109,38.2
-0.5742,15.07
-8.3424,3.31
-7.8324,2.37
-0.1051,1.81
0.0051,0.73
0.0054,1.37
0.0078,2.51
0.0468,3.73
-0.0008,1.29
-0.0272,0.0
0.1202,2.19
0.1709,1.98
0.0092,1.83
0.2206,1.47
0.0394,1.47
0.2521,1.65
0.0162,3.2
0.0295,2.54
0.0104,2.77
0.0301,2.44
0.0135,1.3
0.028,1.29
0.32,0.88
0.71,1.01
0.34,1.04
0.92,1.09
0.43,1.05
1.18,0.0
0.359,1.43
0.8766,1.62
0.2343,1.4
0.8359,1.56
1.2478,1.45
2.6023,0.0
0.5555,3.82
1.2344,3.91
0.7377,2.64
1.513,2.4
0.8768,1.82
1.5772,1.69
0.0036,3.08
0.0004,4.74
-0.3211,5.63
0.0078,7.47
0.0014,7.35
0.0045,6.92
-0.0208,0.91
0.0047,1.02
0.011,1.05
-0.0298,1.18
-0.0099,1.15
-0.0039,1.19
0.03,1.54
0.147,1.97
0.015,1.72
0.143,1.39
0.07,1.71
0.27,1.46
-0.0171,7.27
-0.0385,1.49
0.0,1.64
-0.0376,1.71
-0.0055,0.89
0.0036,0.0
-0.0017,20.39
0.0103,11.73
0.0087,13.26
0.0044,12.82
0.0088,13.19
0.0046,17.55
-0.0068,1.43
-0.0536,1.27
-0.0051,2.11
-0.1024,0.79
-0.0162,0.96
0.0074,0.0
0.0171,1.64
0.0573,1.63
0.0349,1.57
0.0865,1.45
0.0296,2.01
0.0754,0.0
-0.2708,0.9
-0.6351,0.92
0.2126,0.84
0.4096,0.66
1.4417,0.57
1.3669,0.0
-0.0163,3.6
0.0176,2.59
-0.0038,1.21
0.0797,0.77
-0.0067,0.9
0.0872,0.0
-0.0411,3.38
-0.128,1.11
0.0333,1.65
0.186,1.05
0.2549,1.32
0.214,1.54
-0.0541,1.61
-0.3783,1.34
0.0014,1.31
0.0318,1.38
0.0723,1.49
0.082,1.49
0.0137,1.69
0.0198,1.72
0.149,1.73
0.5621,1.57
0.1429,1.58
0.5364,0.0
0.0052,0.91
-0.0152,1.91
0.0046,1.81
0.0018,1.87
0.0298,5.32
0.0262,0.0
-0.0029,0.42
-0.0241,0.56
0.0047,0.51
0.008,0.44
0.0062,0.46
-0.0129,0.62
0.0785,1.63
0.1242,1.74
0.0889,1.73
0.1823,1.84
0.1059,2.05
0.22,1.84
-0.0051,2.48
0.0093,2.58
-0.0001,7.86
0.0241,6.56
0.0308,7.58
0.1148,0.0
1.3136,1.54
2.9823,1.95
1.1656,1.44
1.625,0.8
-0.161,0.62
0.4661,0.72
-0.0136,24.13
-0.0021,18.45
-0.0004,17.17
-0.0033,20.16
-0.0093,30.77
-0.0388,0.0
0.547,1.56
0.7067,2.0
0.7464,2.01
0.8192,1.54
0.9274,1.25
0.1051,1.24
0.0004,1.47
-0.0022,1.39
0.0062,1.16
0.0153,1.32
-0.0037,1.56
0.0217,0.0
-1.6976,7.77
-0.7076,7.87
2.6827,7.25
5.0575,9.76
-2.0644,3.89
-3.9189,3.88
0.306,0.7
0.073,0.68
0.2997,0.82
0.5897,0.83
0.3831,0.84
0.5741,0.78
0.141,3.85
0.322,4.45
0.1015,4.96
0.1755,3.55
